Name,Speed,Control,Stiffness,Overall,Price,Ratings
Xi Enting Shark 686,9.3,8.9,7.3,8.9,$30,15
Xi Enting Tiger 560,8.7,8.6,5.5,8.7,$25,8
Xi Enting Triceratops X460,9.0,8.0,7.0,,$25,1
Xi Enting Whale X636,,,,,,0
Xi Enting ZL603,,,,,$33,0
Xi Enting ZL609,,,,,$25,0
Xi Up Decimate,9.0,8.0,5.0,9.0,$35,1
Xi Up Power Combi Light,,,,,$55,0
Xi Up Touch Combi Light,,,,,$55,0
Xiom Acro,8.4,8.4,4.7,8.6,$65,6
Xiom Aigis,6.7,9.6,1.6,9.0,$65,15
Xiom Allround S,8.2,9.2,4.0,9.1,$50,6
Xiom Amadeus,8.4,8.7,8.5,9.1,$123,9
Xiom Aria,8.7,8.5,5.4,8.9,$65,13
Xiom Aria Lite,8.2,8.5,6.3,9.1,$55,7
Xiom Athena Hinoki Platinum RSM Special,,,,,$1000,0
Xiom Athena Platinum CP,,,,,$900,0
Xiom Athena RSM Gold,9.6,8.1,6.0,9.1,$750,3
Xiom Athena RSM Platinum,9.1,8.2,8.0,9.1,$500,7
Xiom Athena RSM Silver,9.0,7.2,5.0,9.1,$300,1
Xiom Axelo,9.4,8.3,7.1,9.2,$95,20
Xiom Control ALL+,,,,,$110,0
Xiom Control OFF,9.0,8.0,7.0,9.0,$108,1
Xiom Control OFF-,,,,,$108,0
Xiom Cyx Euro,,,,,,0
Xiom Cyx Pro,,,,,,0
Xiom Cyx Tour,,,,,,0
Xiom Diva,8.4,9.4,4.7,9.3,$38,22
Xiom Extreme S,9.2,9.0,6.8,9.3,$50,20
Xiom Feel AX,8.5,9.5,7.0,9.5,$85,1
Xiom Feel HX,8.7,9.0,7.0,9.0,$105,1
Xiom Feel HX PRO,9.2,9.4,6.0,9.0,$120,2
Xiom Feel S7,,,,,$70,0
Xiom Feel SX,8.5,8.5,5.0,8.8,$100,1
Xiom Feel ZX1,,,,,$115,0
Xiom Feel ZX2,9.7,9.6,5.5,9.5,$130,5
Xiom Feel ZX3,9.0,9.4,7.0,9.4,$220,2
Xiom Fuga,8.3,8.0,4.2,8.8,$62,22
Xiom Giga Gold,,,,,$180,0
Xiom Giga Lee Chul Seung Gold,,,,,$120,0
Xiom Giga Lee Chul Seung Platinum,,,,,$170,0
Xiom Giga Platinum,,,,,$225,0
Xiom Guarneri,,,,,,0
Xiom Hayabusa Z,8.6,9.0,5.0,9.7,$130,2
Xiom Hayabusa Z+,9.5,9.3,5.8,9.5,$150,6
Xiom Hayabusa Zi,8.6,8.5,6.2,8.4,$140,7
Xiom Hayabusa ZX,8.9,8.9,4.3,9.1,$180,6
Xiom Hayabusa ZXi,9.6,8.7,7.0,9.3,$180,30
Xiom Hibi O,8.5,9.5,5.0,9.5,$120,2
Xiom Hinoki S7,8.9,8.8,6.0,9.0,$68,2
Xiom ICE CREAM AZX,9.1,9.1,9.0,9.7,$175,3
Xiom ICE CREAM AZXi,8.9,9.6,5.0,10.0,$215,5
Xiom Ignito,9.1,9.1,5.8,9.4,$85,14
Xiom Jazz,7.1,8.5,3.5,8.8,$75,6
Xiom KATANA Platinum CP,9.0,7.0,10.0,9.0,$800,1
Xiom KATANA Platinum Special CP,9.1,9.5,7.0,9.3,$950,2
Xiom Magellan,7.5,9.0,2.5,8.5,$125,2
Xiom Maximus OFF,,,,,$75,0
Xiom Maximus OFF-,,,,,$76,0
Xiom Michelangelo,6.5,8.3,7.3,7.8,$125,3
Xiom Musa Asia,8.0,9.0,5.0,8.5,$50,1
Xiom Musa Euro,6.0,9.5,3.0,8.5,$50,1
Xiom Offensive S,8.4,9.2,4.6,9.5,$37,36
Xiom Omega Euro,8.5,9.0,7.0,9.5,$110,1
Xiom Omega Pro,9.2,9.5,4.3,9.6,$117,3
Xiom Omega Tour,9.0,9.4,7.0,9.5,$130,2
Xiom Ovid ALL,,,,,$76,0
Xiom Ovid ALL+,,,,,$66,0
Xiom Power,,,,,$90,0
Xiom Power Hinoki,,,,,$85,0
Xiom Powerlite,,,,,,0
Xiom Powerlite Plus,9.0,7.0,10.0,9.0,$100,1
Xiom Requiem,,,,,$209,0
Xiom RSM Athena Gold CP,,,,,$900,0
Xiom Solo,8.3,9.3,4.6,9.2,$60,7
Xiom Speed,9.2,8.9,5.0,9.4,$178,3
Xiom Stradivarius,8.9,8.6,6.5,9.0,$135,50
Xiom Strato,9.5,8.8,7.0,9.5,$73,30
Xiom V1,8.7,9.1,5.9,9.3,$85,9
Xiom V1 Quad,9.1,8.6,7.0,9.3,$105,13
Xiom Vega Euro,8.6,9.3,6.1,9.5,$140,18
Xiom Vega Pro,8.7,9.2,6.0,9.3,$180,21
Xiom Vega Tour,9.5,9.6,6.7,9.5,$180,28
Xiom Xiom Athena Hinoki Platinum RSM,10.0,10.0,10.0,10.0,$1000,1
Xiom Zeta Offensive,9.0,7.5,,6.0,$45,2
Xiom Zeta Offensive Plus,8.8,7.3,6.0,8.4,$120,3
Xiom Zetro Quad,9.0,8.9,5.9,9.4,$95,71
Xiom Zetro XR,,,,,,0
XuShaoFa 021,,,,,$33,0
XuShaoFa Wooden F-4,7.1,6.2,5.0,8.0,$30,1
XuShaoFa Wooden F-6,8.1,9.0,7.0,8.6,$23,1
XuShaoFa Wooden F-9,,,,,$20,0
XVT ALC WHEEL,9.0,8.5,7.5,7.8,$27,4
XVT Allround Classic,8.2,9.1,4.5,8.8,$15,4
XVT Archer B Carbon,8.5,7.8,7.0,8.2,$8,2
XVT Black Knight 7,9.2,9.2,6.1,9.2,$20,10
XVT Cannon,9.1,9.0,8.5,9.2,$30,2
XVT Cannon Walnut,8.6,8.9,7.5,,$35,2
XVT Carbo V,8.8,8.8,7.0,8.5,$15,1
XVT Hinoki ALC Carbon,8.5,8.7,7.0,,$30,1
XVT Hinoki Balsa Carbon,8.7,8.5,7.0,9.1,$22,5
XVT Hinoki ZL Carbon,9.2,9.4,6.9,9.3,$37,8
XVT Hybrid,8.7,8.0,,8.8,$22,1
XVT Nano Carbo 40+,9.3,8.8,8.5,9.0,$27,2
XVT Rose Wood Nano 7,9.1,8.7,5.7,9.2,$50,6
XVT Single Hinoki 1Ply Hinoki 800,8.7,9.0,7.0,8.5,$37,1
XVT Spring ZL,9.0,8.0,7.0,,$35,1
XVT ZL Koto,9.7,9.8,6.3,9.8,$29,4
XVT ZLC Carbon,9.2,9.0,5.0,8.1,$30,2
Yasaka Advance 3D,9.0,9.2,4.3,9.4,$50,8
Yasaka Allround 40,8.0,8.0,,9.0,$35,2
Yasaka Allround Plus,7.9,8.9,3.0,8.9,$48,4
Yasaka Alnade,9.4,9.2,6.7,9.6,$100,8
Yasaka Balsa,7.5,7.7,6.0,7.8,$38,10
Yasaka Balsa Plus,8.5,8.1,4.6,7.5,$40,6
Yasaka Battle Balsa,8.0,9.0,3.0,9.5,$42,1
Yasaka Carbon 3D,8.0,8.6,5.4,8.4,$75,5
Yasaka Defender,,,,,$33,0
Yasaka Dynamix 17,9.5,9.0,8.4,9.6,$73,51
Yasaka Eagle,7.7,8.0,7.0,8.0,$33,3
Yasaka Ebony Carbon,9.7,8.7,5.0,9.5,$75,1
Yasaka Extra,7.4,9.0,3.9,9.1,$40,24
Yasaka Extra 3 D,8.1,8.7,3.7,8.7,$35,3
Yasaka Extra 3D Soft Carbon,8.2,8.2,4.5,8.4,$60,4
Yasaka Extra 7,8.1,8.3,5.5,8.7,$30,4
Yasaka Extra Offensive 7 Power,9.2,9.0,6.5,9.5,$45,16
Yasaka Extra Special,8.7,8.8,5.4,8.9,$41,24
Yasaka Galaxya,8.4,9.0,5.0,8.9,$55,5
Yasaka Galaxya Carbon,9.5,8.6,7.5,9.1,$70,6
Yasaka Galaxya Carbon Special,,,,,$72,0
Yasaka Gatien 2040,6.2,8.3,4.3,7.5,$31,3
Yasaka Gatien Allround,6.7,9.3,5.0,9.0,$42,3
Yasaka Gatien Carbon 3D,,,,,$65,1
Yasaka Gatien Extra,7.6,8.9,3.7,8.8,$38,41
Yasaka Gatien Extra 3D,7.8,8.6,3.0,8.6,$42,7
Yasaka Gatien OVERDRIVE Metal,8.6,8.5,6.7,8.9,$40,7
Yasaka Goiabao 5,9.4,9.1,6.0,9.5,$52,33
Yasaka Hasha Deluxe,9.8,8.3,6.3,9.5,$63,4
Yasaka Hasha Special,,,,,$96,0
Yasaka Henzell Platinum,,,,,,0
Yasaka Hinoki Leo 11,,,,,$100,0
Yasaka Hinoki Leo 7,9.1,9.0,4.6,9.1,$80,5
Yasaka Kan Yo Fiber Special,8.5,8.0,5.0,,,2
Yasaka Katsura,7.0,7.0,7.0,8.0,$40,1
Yasaka Ma Lin Carbon,8.7,8.2,5.4,8.7,$60,19
Yasaka Ma Lin Extra Offensive,8.6,8.6,5.8,9.1,$34,73
Yasaka Ma Lin Extra Special,9.0,9.0,4.0,9.3,$60,6
Yasaka Ma Lin Hard Carbon,8.9,8.3,5.7,9.0,$70,3
Yasaka Ma Lin Max Carbon,9.2,9.0,6.0,9.1,$54,5
Yasaka Ma Lin Soft Carbon,7.8,8.0,4.8,8.3,$50,18
Yasaka Mark V Special Edition,7.7,7.8,4.3,7.2,$39,3
Yasaka Max Carbon 3D,9.7,8.4,8.7,9.3,$62,16
Yasaka Max Wood,9.1,7.9,6.3,8.8,$41,7
Yasaka Musashi,8.8,8.5,3.3,8.8,$50,7
Yasaka Musashi Carbon,,,,,$72,0
Yasaka Musashi Delux,8.9,9.0,5.6,9.0,$44,7
Yasaka Musashi Gold W76,9.5,9.0,7.0,9.5,$50,1
Yasaka Musashi Special,,,,,$68,0
Yasaka Offensive 40,8.5,10.0,5.0,10.0,$39,1
Yasaka Overdrive,9.0,8.8,7.0,9.4,$45,1
Yasaka Reinforce AC,,,,,$70,0
Yasaka Reinforce HC,,,,,$70,0
Yasaka Reinforce LT,8.8,9.3,5.5,9.9,$70,4
Yasaka Reinforce SI,,,,,$70,0
Yasaka Silverline 9 Wood,9.6,8.4,7.0,9.0,$41,2
Yasaka Silverline All Wood,8.4,9.2,6.2,9.3,$54,6
Yasaka Silverline Carbon,9.0,8.8,5.2,9.3,$50,11
Yasaka Spelancer,9.7,7.0,8.3,8.7,$100,9
Yasaka Sweden Classic,6.8,9.2,2.8,8.7,$40,24
Yasaka Sweden Classic Japan,,,,,$40,0
Yasaka Sweden Defensive,6.5,9.5,3.0,8.6,$45,1
Yasaka Sweden EK Carbon,9.0,8.4,7.5,9.1,$56,2
Yasaka Sweden Extra,8.0,9.3,3.6,9.2,$35,26
Yasaka Sweden Guardian,,,,,$45,0
Yasaka Sweeper,5.4,9.3,4.0,9.1,$45,4
Yasaka Swift S,,,,,$32,0
Yasaka Synergy,8.7,8.3,6.3,8.9,$41,4
Yasaka TwoFace,,,,,$39,0
Yasaka X1,9.4,7.4,6.9,8.3,$46,10
Yasaka Yagyu,8.0,9.0,5.0,8.5,$33,1
Yasaka Yagyu 3 (III),9.3,8.8,8.0,9.0,$48,3
Yasaka Yagyu Carbon,,,,,$80,0
Yasaka Yagyu Delux,,,,,$44,0
Yasaka Yagyu Gold W86,,,,,$109,0
Yasaka Yagyu Special,,,,,$68,0
